workerid,strong_adjective,not_paid_attention,condition_prosody,responsequestion,exchange,question,pre_check_response,condition_knowledge,weak_adjective,valence,context,time,num_plays,response,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.hit_information,Answer.time_in_minutes
79,articulate,FALSE,filler,Does Julie mean that his presentation was understandable?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",35896,1,0.49,7,english,1,Female,32,,Yes,3,Windows,990,1760,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,39LNWE0K4UWOO58W7ZH3STZ5XJ3IUE,79,Submitted,Tue Dec 12 04:08:48 PST 2017,Mon Dec 11 10:59:04 PST 2017,Mon Dec 11 11:28:48 PST 2017,,,,,,undefined,undefined,9.143883333
80,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",44058,1,0.33,18,English,1,Male,29,:),Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3LO69W1SU3D79OF78XPZGUQ65FILGV,80,Submitted,Tue Dec 12 04:08:57 PST 2017,Mon Dec 11 10:59:14 PST 2017,Mon Dec 11 11:28:57 PST 2017,,,,,,undefined,undefined,20.53936667
81,articulate,FALSE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",813265,1,0.35,20,English,2,Female,30,,Yes,2,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3ATPCQ38J8AQZW935CMFEGHZGZ9YAO,81,Submitted,Tue Dec 12 04:09:05 PST 2017,Mon Dec 11 10:59:15 PST 2017,Mon Dec 11 11:29:05 PST 2017,,,,,,undefined,undefined,29.7363
82,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",25442,1,0.27,10,English,2,Male,36,Thank you very much!,Yes,3,Windows,1026,1824,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,31QTRG6Q2TDXM0F5UV4C4B6UFL9PYV,82,Submitted,Tue Dec 12 04:10:02 PST 2017,Mon Dec 11 10:59:13 PST 2017,Mon Dec 11 11:30:02 PST 2017,,,,,,undefined,undefined,15.2084
83,articulate,FALSE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",82213,1,0.96,6,Engish,1,Female,56,,Yes,-1,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3J88R45B2GY8MVPVPZIALXZLDFFPXP,83,Submitted,Tue Dec 12 04:10:14 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:30:14 PST 2017,,,,,,undefined,undefined,17.48985
84,articulate,FALSE,filler,Does Julie mean that her presentation was understandable?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,pos,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",38245,1,0.88,5,English,1,Female,27,,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,39GHHAVOMFRL2IYNABBLRQGBBL4J44,84,Submitted,Tue Dec 12 04:11:40 PST 2017,Mon Dec 11 10:59:12 PST 2017,Mon Dec 11 11:31:40 PST 2017,,,,,,undefined,undefined,11.4211
85,articulate,FALSE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",132409,2,0.43,10,English,2,Male,28,,Yes,2,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3KWTYT087039TRQNR168CXZHF64L5D,85,Submitted,Tue Dec 12 04:14:02 PST 2017,Mon Dec 11 10:58:59 PST 2017,Mon Dec 11 11:34:02 PST 2017,,,,,,undefined,undefined,34.90826667
86,articulate,FALSE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",29447,1,0.76,20,English,1,Male,26,,Yes,2,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3X0H8UUIT1OQAN0X7BQIEJQPRXGSWF,86,Submitted,Tue Dec 12 04:14:41 PST 2017,Mon Dec 11 10:59:12 PST 2017,Mon Dec 11 11:34:41 PST 2017,,,,,,undefined,undefined,32.3214
87,articulate,FALSE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",50609,1,1,10,English,2,Male,30,,Yes,3,Windows,768,1366,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3KOPY89HM820KMFJAX62HLO5XL8J3J,87,Submitted,Tue Dec 12 04:15:11 PST 2017,Mon Dec 11 10:59:11 PST 2017,Mon Dec 11 11:35:11 PST 2017,,,,,,undefined,undefined,12.2578
88,articulate,FALSE,filler,Does Julie mean that his presentation was understandable?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",47054,1,0.9,24,English,2,Male,23,,Yes,3,Windows,768,1366,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3MX2NQ3YC9U4TL7C5K9WNRU4MFF5XK,88,Submitted,Tue Dec 12 04:15:30 PST 2017,Mon Dec 11 11:00:29 PST 2017,Mon Dec 11 11:35:30 PST 2017,,,,,,undefined,undefined,20.60011667
89,articulate,FALSE,neutral,Does Julie mean that her presentation was articulate?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,pos,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",188015,1,0.48,3,English,2,Male,27,This was nice.,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,34T446B1C0EHVGAGHI7XSJD34PG0CS,89,Submitted,Tue Dec 12 04:15:38 PST 2017,Mon Dec 11 10:59:05 PST 2017,Mon Dec 11 11:35:38 PST 2017,,,,,,undefined,undefined,13.26848333
90,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",32640,1,0.68,6,English,2,Male,32,Fun thanks,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3TEM0PF1Q5XR08GUHE28CPVLPPS0DS,90,Submitted,Tue Dec 12 04:17:13 PST 2017,Mon Dec 11 10:59:07 PST 2017,Mon Dec 11 11:37:13 PST 2017,,,,,,undefined,undefined,10.89123333
91,articulate,TRUE,neutral,Does Julie mean that her presentation was articulate?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,pos,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",61694,0,0.54,3,ENGLISH,2,Female,29,GOOD SURVEY,Yes,3,Windows,768,1364,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3CTOC39K37QIL5G6C99SU20L2NUJ7O,91,Submitted,Tue Dec 12 04:17:30 PST 2017,Mon Dec 11 11:10:45 PST 2017,Mon Dec 11 11:37:30 PST 2017,,,,,,undefined,undefined,4.82185
92,articulate,FALSE,RFR,Does Julie mean that her presentation was articulate?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,pos,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",13598,1,0.76,14,English,2,Male,29,This was a fun HIT.  I enjoyed listening to the conversation part. ,Yes,3,Windows,1080,1920,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3EWIJTFFVO7WSEUUD9DSI7D6P1T0EL,92,Submitted,Tue Dec 12 04:17:42 PST 2017,Mon Dec 11 10:59:10 PST 2017,Mon Dec 11 11:37:42 PST 2017,,,,,,undefined,undefined,7.42405
93,articulate,FALSE,filler,Does Julie mean that her presentation was understandable?,Mike: What was your presentation for your job interview like?,Did Julie give a speech about scientific findings?,yes,know,understandable,pos,"Julie had an important interview for a job in communications. As part of her interview, Julie had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. After the interview, she met up with friend Mike, who had helped her prepare for the interview, for a coffee and told him how her it went.",25665,1,0.82,19,english,2,Male,29,,Yes,1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NVC2EB65QZQFBAIWX75R83TAPHY3S,93,Submitted,Tue Dec 12 04:17:43 PST 2017,Mon Dec 11 11:26:49 PST 2017,Mon Dec 11 11:37:43 PST 2017,,,,,,undefined,undefined,9.351166667
94,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",17128,1,0.52,21,english,1,Male,27,,Yes,3,Windows,900,1600,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3HFNH7HEMHEI0LVK02XVXGP0FL5GQF,94,Submitted,Tue Dec 12 04:17:57 PST 2017,Mon Dec 11 10:59:16 PST 2017,Mon Dec 11 11:37:57 PST 2017,,,,,,undefined,undefined,9.5549
95,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",24636,1,0.34,17,English,1,Male,28,No comments.,Yes,3,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,37M28K1J0QD047E4JCLC4T2B3V3AJ9,95,Submitted,Tue Dec 12 04:18:48 PST 2017,Mon Dec 11 11:28:03 PST 2017,Mon Dec 11 11:38:48 PST 2017,,,,,,undefined,undefined,10.18156667
96,articulate,FALSE,RFR,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",32256,1,0.49,21,English,1,Female,38,None,Yes,2,Windows,900,1600,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3L70J4KAZGMN1LEC9GZ11V7YYB4DAW,96,Submitted,Tue Dec 12 04:18:55 PST 2017,Mon Dec 11 11:09:21 PST 2017,Mon Dec 11 11:38:55 PST 2017,,,,,,undefined,undefined,12.36253333
97,articulate,TRUE,neutral,Does Julie mean that his presentation was articulate?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",12231,1,0.67,17,english,2,Female,55,thanx,No,1,Windows,1080,1920,Chrome,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3YMU66OBIN85NSWHHCA1O2XZOY9GHJ,97,Submitted,Tue Dec 12 04:26:22 PST 2017,Mon Dec 11 11:39:33 PST 2017,Mon Dec 11 11:46:22 PST 2017,,,,,,undefined,undefined,5.62725
98,articulate,FALSE,filler,Does Julie mean that his presentation was understandable?,Stan: What was his presentation for your job interview like?,Did Julie give a speech about scientific findings?,no,ignorant,understandable,pos,"Mike had an important interview at for a job in communications. As part of his interview, Mike had to give a presentation explaining several complicated scientifc findings as part of a mock press conference. While prepping for the intervewi, Julie gave Mike some tips. A couple of days later, she texted Mike asking how it went, but only said that it went well. Later on, she tells Stan about what she gathered from Mike&quotechars text.",100415,1,0.86,3,English,1,Female,44,,Yes,4,Windows,864,1536,Firefox,36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3NWM3X0LA7LPP30KTPJPGTWNK4SXPI,Language study,"Listen to interactions and answer questions about them. You must be able to listen to short audio clips, perform this task on a desktop or laptop computer, and use Chrome, Safari, Firefox or Opera.",language research stanford fun cognitive science university,$1.60 ,Mon Dec 11 10:58:52 PST 2017,110,0,0,0,Reviewable,NotReviewed,1 cond,2400,60000,Wed Jan 10 10:58:52 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=36BTXXLZ2V8ZENJ6SEFS4X6EZUH4RI,3FIUS151DV2RNW16X6SJ32LY9YWGGK,98,Submitted,Tue Dec 12 04:29:34 PST 2017,Mon Dec 11 11:33:12 PST 2017,Mon Dec 11 11:49:34 PST 2017,,,,,,undefined,undefined,12.69478333
